Product_Weight,Product_Allocated_Area,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Product_Sugar_Content_No Sugar,Product_Sugar_Content_Regular,Product_Type_Breads,Product_Type_Breakfast,Product_Type_Canned,Product_Type_Dairy,Product_Type_Frozen Foods,Product_Type_Fruits and Vegetables,Product_Type_Hard Drinks,Product_Type_Health and Hygiene,Product_Type_Household,Product_Type_Meat,Product_Type_Others,Product_Type_Seafood,Product_Type_Snack Foods,Product_Type_Soft Drinks,Product_Type_Starchy Foods,Store_Type_Food Mart,Store_Type_Supermarket Type1,Store_Type_Supermarket Type2
13.47,0.0916671885258238,145.93,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.5,0.07788653865707122,135.26,2009,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.97,0.035367143837291316,157.12,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10.46,0.07417939817425151,107.28,1998,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
13.91,0.09349034308733889,186.73,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.3,0.02176149178151269,133.51,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.11,0.02664193094642118,106.65,2009,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
14.25,0.008959741371471904,194.45,1987,2,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
14.28,0.11422114409002286,152.84,2009,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
8.43,0.11689375147149933,128.61,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
10.84,0.09803374027136541,162.99,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
14.04,0.15443635330441893,145.76,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
10.77,0.01587334915629015,136.99,2009,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9.16,0.045928931888399804,123.95,1998,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11.31,0.04783732941416013,168.4,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15.76,0.12044615307586716,177.51,1987,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
11.52,0.01882175424058776,101.37,1998,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5.91,0.14755756435761466,90.33,1998,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
9.63,0.06859279146561172,197.66,2009,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9.72,0.028587456851912555,142.16,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
8.05,0.03825871211709034,103.58,1998,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.6,0.014888612493750654,147.56,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8.43,0.05164323315183845,110.29,1998,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11.65,0.0168571170664229,181.67,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.89,0.08434114843375087,200.39,1999,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.62,0.09803374027136541,134.38,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
13.88,0.07417939817425151,163.08,1987,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
11.64,0.0925791812930932,78.01,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
10.35,0.02566774674857779,112.74,1998,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.42,0.07045846364856141,154.35,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
12.89,0.023716526617316044,129.58,2009,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
14.54,0.053540766928029816,147.53,2009,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
13.94,0.058268908123975775,171.91,1999,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10.57,0.04114194333117518,102.9,1998,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
13.79,0.0246926125903715,116.44,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.91,0.07325046173959267,157.43,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10.24,0.0573250666192694,115.23,1998,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
9.96,0.045928931888399804,118.1,1998,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11.42,0.035367143837291316,131.28,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
11.77,0.08709470685093376,147.67,2009,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.66,0.02273948696948943,171.91,1999,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13.61,0.22713557258374723,184.29,1999,1,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10.76,0.0657877405380031,135.43,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
12.42,0.08709470685093376,141.97,2009,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.77,0.15614868248993136,178.74,1987,2,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
13.84,0.054488185284069734,98.99,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
8.8,0.045928931888399804,107.05,1998,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
9.19,0.1097508639591192,123.58,1998,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
12.97,0.08709470685093376,165.31,1999,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13.81,0.05638033343610764,160.24,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
16.46,0.06859279146561172,104.02,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7.12,0.2045721657287744,94.79,1998,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12.84,0.15700374880966475,126.01,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
13.04,0.04305948946044697,143.05,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.46,0.12927233570413918,143.31,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
9.84,0.0889262091944015,146.17,2009,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
11.95,0.10616019582839063,146.29,2009,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.41,0.027615167032973367,171.25,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16.2,0.13278111123381847,149.65,1999,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14.54,0.02664193094642118,201.84,1999,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.67,0.07510747248680541,109.32,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
10.61,0.06297479916138844,126.3,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
11.01,0.012916225266546328,143.38,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
11.87,0.07045846364856141,164.44,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
13.61,0.02176149178151269,131.96,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.92,0.13278111123381847,184.73,1999,1,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11.44,0.028587456851912555,149.79,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
14.85,0.045928931888399804,138.58,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.07,0.07232066157962612,144.46,2009,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11.67,0.03825871211709034,167.34,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
9.92,0.03825871211709034,113.89,1998,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
8.69,0.05164323315183845,127.49,1998,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
11.15,0.0916671885258238,156.0,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.43,0.12486898204586927,137.6,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.6,0.07045846364856141,146.25,2009,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
13.07,0.061095099359810875,150.55,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
11.89,0.053540766928029816,80.76,1998,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
13.83,0.017839918128331,166.21,1987,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.05,0.07045846364856141,106.63,1998,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8.51,0.09531017980432487,121.64,1998,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
12.3,0.05259245011917058,119.13,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
10.98,0.15529288440603534,115.45,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
12.89,0.045928931888399804,151.99,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
15.82,0.13190507087993858,148.73,1999,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.9,0.05921185963184608,150.45,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
15.26,0.0344014267173324,162.84,1999,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.84,0.053540766928029816,122.2,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.57,0.12044615307586716,161.96,1999,1,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.47,0.10255658832509207,141.79,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
11.56,0.053540766928029816,153.11,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11.19,0.037295784743696894,159.95,2009,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
11.19,0.07417939817425151,89.56,1998,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
11.96,0.08434114843375087,156.95,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
14.06,0.012916225266546328,134.94,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.15,0.11422114409002286,98.69,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
11.22,0.06859279146561172,159.34,2009,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7.79,0.0344014267173324,118.85,1998,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
16.96,0.07696104113612832,150.74,1987,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12.47,0.16041672140590468,157.88,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
14.43,0.01587334915629015,149.64,2009,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.13,0.11689375147149933,133.93,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10.25,0.04974209189481407,156.28,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
11.23,0.06485097231961631,148.57,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
15.61,0.03343477608623739,171.59,1987,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
12.63,0.14928170271575444,191.98,1999,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.65,0.11243542932978817,130.74,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11.37,0.044973365642731154,133.52,2009,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
11.13,0.09984533496971613,126.25,2009,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
11.9,0.12751332029895962,184.5,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
15.72,0.027615167032973367,147.45,1987,2,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
14.95,0.04018178963283183,185.28,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
12.84,0.10074990310014305,148.22,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
16.01,0.05164323315183845,219.19,1999,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15.62,0.013902905168991422,169.94,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6.65,0.020782539182528505,127.04,1998,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17.53,0.05638033343610764,193.39,1999,1,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15.94,0.11422114409002286,179.68,1987,2,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
13.08,0.12751332029895962,157.84,2009,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
13.24,0.15529288440603534,133.2,2009,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
15.92,0.04401688541677432,191.88,1999,1,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.83,0.01587334915629015,157.59,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.99,0.02566774674857779,126.49,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
11.03,0.03149866705937099,153.34,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
