Product_Weight,Product_Allocated_Area,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Product_Sugar_Content_No Sugar,Product_Sugar_Content_Regular,Product_Type_Breads,Product_Type_Breakfast,Product_Type_Canned,Product_Type_Dairy,Product_Type_Frozen Foods,Product_Type_Fruits and Vegetables,Product_Type_Hard Drinks,Product_Type_Health and Hygiene,Product_Type_Household,Product_Type_Meat,Product_Type_Others,Product_Type_Seafood,Product_Type_Snack Foods,Product_Type_Soft Drinks,Product_Type_Starchy Foods,Store_Type_Food Mart,Store_Type_Supermarket Type1,Store_Type_Supermarket Type2
10.1,0.005982071677547464,117.76,1998,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
13.75,0.037295784743696894,150.43,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
14.52,0.01882175424058776,214.98,1999,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.45,0.10074990310014305,141.05,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.47,0.05638033343610764,178.4,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
16.03,0.06203539091945264,194.26,1999,1,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19.82,0.013902905168991422,210.94,1998,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11.74,0.02566774674857779,123.21,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
15.79,0.06672363204290818,144.12,1987,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
14.77,0.07417939817425151,187.72,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
13.7,0.06765864847381481,183.45,1999,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13.06,0.17479329037316305,151.96,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
12.95,0.08157998699242287,107.38,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
13.04,0.027615167032973367,126.64,1999,1,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.05,0.013902905168991422,169.41,1987,2,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
14.77,0.04018178963283183,130.2,1999,1,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14.32,0.0295588022415444,194.4,1987,2,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
11.54,0.06859279146561172,107.03,1987,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
16.12,0.11332868530700317,175.82,1987,2,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
15.27,0.07881118042428978,144.22,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11.77,0.0657877405380031,140.05,2009,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.85,0.0639133257436528,143.92,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.01,0.13714983814723364,92.24,1998,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10.55,0.07696104113612832,94.69,1998,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
8.49,0.07973496801885356,133.15,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
9.75,0.008959741371471904,116.15,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
14.54,0.12044615307586716,175.77,1999,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.98,0.10074990310014305,169.63,1987,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
12.4,0.08250122151174369,187.48,1999,1,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9.77,0.053540766928029816,139.51,2009,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.14,0.01587334915629015,109.91,1987,2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
13.81,0.012916225266546328,170.97,1999,1,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
17.24,0.03343477608623739,205.11,1999,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.48,0.0925791812930932,148.56,2009,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.08,0.050693114315518116,202.0,1999,1,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8.34,0.023716526617316044,125.95,1998,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12.51,0.04210117601863539,102.78,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.74,0.07973496801885356,167.42,1999,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14.14,0.06203539091945264,119.88,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
13.21,0.06485097231961631,157.8,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
13.77,0.10165365372649983,130.94,2009,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.82,0.16889853646181394,133.98,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.02,0.1510028735365274,123.66,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
14.08,0.045928931888399804,133.08,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.72,0.05259245011917058,143.43,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
13.68,0.04018178963283183,196.53,1987,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
13.28,0.08065790301745447,148.86,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
9.64,0.0295588022415444,141.23,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
12.1,0.11332868530700317,126.21,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.33,0.045928931888399804,133.86,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
7.13,0.07138999608667294,83.24,1998,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
12.48,0.19392069263730652,105.0,2009,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.24,0.12751332029895962,147.39,2009,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.54,0.02273948696948943,178.97,1987,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8.87,0.08434114843375087,113.03,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12.18,0.0925791812930932,137.39,2009,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.17,0.0573250666192694,177.83,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11.92,0.027615167032973367,176.11,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10.92,0.030529205034822874,110.63,1987,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
13.34,0.0889262091944015,124.78,1999,1,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11.31,0.1414995622736995,146.11,2009,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.66,0.16041672140590468,141.0,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
12.88,0.02566774674857779,89.6,1987,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.01,0.11064652008706366,114.6,1987,2,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
11.59,0.014888612493750654,136.89,2009,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
14.02,0.12133228516752496,112.36,2009,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15.23,0.045928931888399804,158.9,1999,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15.03,0.0639133257436528,117.04,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.47,0.0344014267173324,147.92,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
9.37,0.04783732941416013,94.63,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
15.12,0.05638033343610764,133.4,2009,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
12.88,0.04305948946044697,98.09,2009,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
15.52,0.05164323315183845,173.65,1987,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.47,0.045928931888399804,130.27,2009,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.1,0.05164323315183845,122.31,2009,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.08,0.045928931888399804,173.2,1999,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17.42,0.02664193094642118,143.85,1998,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15.14,0.030529205034822874,166.7,1999,1,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14.14,0.019802627296179712,147.81,2009,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.59,0.06672363204290818,150.54,2009,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.52,0.0639133257436528,109.74,1987,2,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
13.7,0.1097508639591192,131.24,2009,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
9.2,0.13976194237515868,84.37,1998,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
16.4,0.2045721657287744,158.93,1987,2,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
14.76,0.032467190137501496,145.42,2009,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
14.35,0.05164323315183845,173.04,1999,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13.36,0.09893994785490356,109.88,2009,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
